     100  0.3857821E-08  0.1928910E-04   0.000000       0.000000       0.000000       0.000000       207411.7       2145196.      -1315818.       677224.4       549877.2      -271082.1      0.2878600E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -1335.115       1592349.      -168483.0       208746.8       552846.8      -1147335.       173575.7       1490668.       223830.1       69504.33      -767921.4      -897031.7       38202.53       1308131.       22073.95       639021.8      -758254.0      -293156.0      0.1157373E-09  0.1061636E-10  0.1500707E-11 -0.1048409E-12  0.1395866E-11 -0.4557301E-05 
     110  0.4258145E-08  0.2129072E-04   0.000000       0.000000       0.000000       0.000000       219900.5       2300855.      -1332550.       667112.7       676705.1      -255679.2      0.2880292E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       13076.28       1762834.      -201730.8       206824.2       538021.0      -1130819.       183453.2       1665181.       206928.1       59709.74      -769350.1      -909962.1       31895.52       1435299.       37222.50       635217.2      -758594.3      -292901.7      0.1277472E-09  0.1064488E-10  0.1460055E-11 -0.1172987E-12  0.1342756E-11 -0.5164756E-05 
     120  0.4658514E-08  0.2329257E-04   0.000000       0.000000       0.000000       0.000000       220734.0       2453193.      -1346410.       672297.3       802324.9      -248524.9      0.2879996E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       11312.63       1934957.      -223867.5       209421.4       518235.8      -1122542.       190551.7       1798200.       240990.7       53040.21      -786814.5      -918024.9       38772.51       1563694.       43901.86       633524.8      -761369.1      -292426.8      0.1397586E-09  0.1071711E-10  0.1423278E-11 -0.1163121E-12  0.1306966E-11 -0.5689463E-05 
     130  0.5059083E-08  0.2529541E-04   0.000000       0.000000       0.000000       0.000000       226028.0       2571745.      -1338904.       673262.7       960430.0      -259741.9      0.2880448E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       18947.17       2057561.      -215326.0       207080.8       514183.2      -1123578.       176416.0       1952858.       208821.6       58145.26      -801479.3      -910192.1       36081.76       1722027.       38066.30       637180.9      -761596.8      -297808.1      0.1517759E-09  0.1079223E-10  0.1401040E-11 -0.1590477E-12  0.1241993E-11 -0.6245022E-05 
     140  0.5459811E-08  0.2729906E-04   0.000000       0.000000       0.000000       0.000000       219439.9       2705879.      -1328028.       683910.4       1099641.      -265673.1      0.2879265E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       10372.87       2212923.      -212687.0       209067.1       492956.1      -1115341.       195024.9       2075667.       250448.3       50732.50      -851924.4      -910517.2       46245.44       1862758.       31540.59       637665.0      -763116.1      -297213.7      0.1637981E-09  0.1084094E-10  0.1401521E-11 -0.1743453E-12  0.1227176E-11 -0.6705990E-05 
     150  0.5860288E-08  0.2930144E-04   0.000000       0.000000       0.000000       0.000000       218439.9       2838185.      -1328805.       687007.9       1251793.      -264993.9      0.2878293E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       8122.763       2352934.      -215938.1       210317.1       485251.7      -1112867.       183155.2       2210182.       270991.7       65977.90      -876969.9      -898942.8       50192.73       2016184.       31507.14       636815.2      -764390.4      -296501.1      0.1758126E-09  0.1086612E-10  0.1390877E-11 -0.2073913E-12  0.1183485E-11 -0.7231250E-05 
     160  0.6260996E-08  0.3130498E-04   0.000000       0.000000       0.000000       0.000000       223394.5       2999670.      -1335815.       671773.2       1385833.      -227283.8      0.2880971E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       16721.49       2517684.      -219471.0       206673.0       481986.2      -1116344.       180556.8       2385088.       233783.7       97006.26      -851734.1      -926541.0       37032.58       2152282.       72170.23       634740.6      -766448.4      -299454.0      0.1878342E-09  0.1074275E-10  0.1440130E-11 -0.2401223E-12  0.1200007E-11 -0.7892170E-05 
     170  0.6661640E-08  0.3330820E-04   0.000000       0.000000       0.000000       0.000000       214659.3       3102513.      -1305636.       675930.4       1555406.      -255821.1      0.2879220E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       7016.925       2639091.      -199215.9       207642.3       463421.7      -1106420.       175349.5       2512266.       277180.3       65471.10      -837993.2      -930114.1       42094.15       2321376.       41621.77       633836.3      -765969.6      -297442.8      0.1998538E-09  0.1068781E-10  0.1430849E-11 -0.2895651E-12  0.1141284E-11 -0.8443308E-05 
     180  0.7062038E-08  0.3531019E-04   0.000000       0.000000       0.000000       0.000000       217006.7       3239848.      -1312161.       672473.7       1696172.      -250524.3      0.2878918E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       9157.961       2787544.      -206931.8       207848.8       452303.6      -1105230.       173248.1       2659638.       281613.3       46549.60      -828329.2      -930401.5       38690.20       2463299.       47221.46       633783.5      -767127.3      -297745.8      0.2118660E-09  0.1067449E-10  0.1437674E-11 -0.3245027E-12  0.1113171E-11 -0.9023516E-05 
     190  0.7462544E-08  0.3731272E-04   0.000000       0.000000       0.000000       0.000000       223256.5       3412479.      -1345712.       666467.4       1810504.      -218657.5      0.2881872E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       16302.95       2963006.      -234152.8       206953.5       449473.9      -1111559.       175444.6       2817150.       253799.1       42274.98      -820039.4      -927640.4       32341.50       2580011.       80706.55       634125.9      -769506.8      -299364.1      0.2238814E-09  0.1067742E-10  0.1450084E-11 -0.3320303E-12  0.1118054E-11 -0.9627231E-05 
     200  0.7862963E-08  0.3931481E-04   0.000000       0.000000       0.000000       0.000000       211156.5       3527958.      -1318963.       679533.5       1970349.      -243279.1      0.2879896E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       2377.367       3095019.      -212946.6       208779.1       432938.6      -1106016.       180855.0       2934527.       290335.1       29385.03      -826122.9      -920959.6       45024.83       2737646.       53083.84       634508.7      -767297.4      -296362.9      0.2358943E-09  0.1068901E-10  0.1440252E-11 -0.3519321E-12  0.1088320E-11 -0.1014274E-04 
     210  0.8263499E-08  0.4131750E-04   0.000000       0.000000       0.000000       0.000000       216440.3       3685584.      -1336534.       676610.2       2092486.      -226474.2      0.2881640E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       6539.101       3261809.      -232685.6       209901.2       423775.3      -1103849.       194328.9       3098251.       261547.4       29533.04      -830366.2      -924291.8       41761.30       2861033.       69514.62       634848.9      -768547.8      -295988.9      0.2479106E-09  0.1071734E-10  0.1449027E-11 -0.3527741E-12  0.1096253E-11 -0.1072843E-04 
     220  0.8664066E-08  0.4332033E-04   0.000000       0.000000       0.000000       0.000000       210775.1       3796317.      -1328880.       681355.5       2244220.      -236896.0      0.2880482E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       2055.332       3393006.      -219856.1       208719.7       403311.2      -1109024.       188135.7       3227851.       277073.3       32247.96      -841752.1      -916389.6       45796.60       3014606.       59558.11       635558.9      -770385.9      -296454.1      0.2599279E-09  0.1070630E-10  0.1451410E-11 -0.3912687E-12  0.1060142E-11 -0.1123603E-04 
     230  0.9064733E-08  0.4532366E-04   0.000000       0.000000       0.000000       0.000000       210989.9       3931055.      -1325269.       682805.5       2389572.      -240390.3      0.2880330E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       581.6663       3536262.      -219112.1       210408.2       394792.7      -1106157.       191236.7       3368864.       282816.5       30339.36      -855951.0      -911440.1       46604.27       3161167.       54983.45       636201.2      -771595.4      -295373.7      0.2719482E-09  0.1072628E-10  0.1447536E-11 -0.4225562E-12  0.1024980E-11 -0.1177859E-04 
     240  0.9465376E-08  0.4732688E-04   0.000000       0.000000       0.000000       0.000000       207974.5       4064945.      -1321201.       688183.6       2539263.      -244271.0      0.2880177E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -3191.522       3674729.      -215684.6       211166.0       390216.0      -1105516.       185820.8       3507264.       288824.5       31970.69      -862964.6      -909164.6       51155.56       3311978.       51460.90       637028.0      -772715.0      -295731.9      0.2839677E-09  0.1075463E-10  0.1445728E-11 -0.4456318E-12  0.1000097E-11 -0.1233190E-04 
     250  0.9865922E-08  0.4932961E-04   0.000000       0.000000       0.000000       0.000000       211480.2       4210820.      -1328042.       686396.2       2671787.      -237633.7      0.2880599E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       450.1192       3826720.      -221118.2       211030.1       384099.3      -1106924.       187521.0       3659033.       279435.9       36670.56      -870680.6      -908253.2       48625.09       3447200.       58328.53       637771.2      -775413.2      -295962.2      0.2959844E-09  0.1077525E-10  0.1442434E-11 -0.4679353E-12  0.9744986E-12 -0.1289520E-04 
     260  0.1026650E-07  0.5133249E-04   0.000000       0.000000       0.000000       0.000000       209837.4       4345351.      -1322566.       689678.6       2822052.      -242035.6      0.2880611E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -4142.532       3965992.      -217216.4       213980.0       379358.4      -1105350.       183734.3       3796864.       288061.0       36899.85      -864099.0      -909055.1       50887.47       3597279.       52505.41       638791.1      -775227.3      -294541.0      0.3080019E-09  0.1079493E-10  0.1435236E-11 -0.4964800E-12  0.9387564E-12 -0.1346750E-04 
     270  0.1066707E-07  0.5333536E-04   0.000000       0.000000       0.000000       0.000000       211094.7       4487091.      -1323379.       690844.9       2961930.      -240593.3      0.2880944E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -3638.240       4111531.      -218268.6       214733.0       375559.7      -1105110.       184244.9       3942946.       286491.1       38672.83      -872564.2      -907549.3       50709.18       3740235.       53533.97       640135.7      -778305.0      -294127.2      0.3200194E-09  0.1082401E-10  0.1435558E-11 -0.5216368E-12  0.9139211E-12 -0.1402651E-04 
     280  0.1106767E-07  0.5533834E-04   0.000000       0.000000       0.000000       0.000000       209717.5       4625527.      -1322391.       693049.0       3104971.      -240887.4      0.2881873E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -4496.752       4254586.      -216564.3       214214.2       370941.5      -1105826.       182921.2       4086757.       287003.6       40855.45      -882955.5      -905963.5       51482.78       3885965.       52073.21       641566.2      -780993.9      -292960.7      0.3320376E-09  0.1083394E-10  0.1433560E-11 -0.5487992E-12  0.8847610E-12 -0.1457973E-04 
     290  0.1146843E-07  0.5734214E-04   0.000000       0.000000       0.000000       0.000000       210629.1       4769787.      -1322893.       694140.0       3245165.      -238899.1      0.2881649E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -4262.218       4400411.      -217672.2       214891.3       369376.0      -1105220.       183501.5       4233018.       285125.3       42590.77      -890761.6      -905112.6       51415.62       4028602.       52985.88       642724.4      -783437.2      -291885.0      0.3440607E-09  0.1085797E-10  0.1432503E-11 -0.5731741E-12  0.8593290E-12 -0.1514363E-04 
     300  0.1186898E-07  0.5934488E-04   0.000000       0.000000       0.000000       0.000000       209099.6       4905185.      -1319804.       700411.3       3401131.      -240982.5      0.2882822E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -6885.037       4538545.      -215125.1       215984.6       366640.7      -1104679.       180052.3       4372829.       287681.3       44311.54      -901754.2      -903681.6       53547.62       4179239.       49184.79       646863.7      -778108.4      -290167.2      0.3560774E-09  0.1091488E-10  0.1432894E-11 -0.6019132E-12  0.8309805E-12 -0.1570390E-04 
     310  0.1226961E-07  0.6134803E-04   0.000000       0.000000       0.000000       0.000000       211455.1       5047004.      -1319510.       700704.5       3543440.      -239356.8      0.2882859E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -6028.882       4683787.      -216799.0       217484.0       363216.5      -1102711.       185295.3       4517876.       286250.5       42923.59      -911856.8      -903239.8       52288.99       4323066.       48845.88       648415.5      -779626.2      -288202.7      0.3680966E-09  0.1094666E-10  0.1428675E-11 -0.6331469E-12  0.7955283E-12 -0.1626269E-04 
     320  0.1266986E-07  0.6334928E-04   0.000000       0.000000       0.000000       0.000000       212545.6       5194314.      -1323209.       714251.3       3661999.      -234962.8      0.2882543E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -4189.214       4831976.      -218738.2       216734.8       362337.4      -1104470.       184852.6       4666878.       280774.2       47231.09      -922604.6      -904878.6       53590.16       4460978.       47411.79       660661.2      -798979.5      -282374.6      0.3801043E-09  0.1112232E-10  0.1429995E-11 -0.6496911E-12  0.7803039E-12 -0.1680155E-04 
     330  0.1307034E-07  0.6535170E-04   0.000000       0.000000       0.000000       0.000000       209945.0       5327881.      -1318761.       715241.4       3807419.      -233612.9      0.2882947E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -7988.548       4968559.      -214587.7       217933.6       359321.4      -1104173.       180736.8       4804653.       285289.1       44709.58      -928779.4      -901849.4       54553.53       4610024.       45061.66       660687.9      -802605.8      -278674.6      0.3921192E-09  0.1110300E-10  0.1436632E-11 -0.6777550E-12  0.7588768E-12 -0.1734902E-04 
     340  0.1347081E-07  0.6735405E-04   0.000000       0.000000       0.000000       0.000000       212940.2       5472322.      -1320758.       717295.2       3939201.      -227907.6      0.2881628E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -6275.058       5116913.      -216316.7       219215.2       355409.7      -1104441.       184555.5       4953626.       280986.8       34795.30      -957885.0      -928048.1       54249.50       4748015.       47378.52       663045.7      -808814.0      -275286.2      0.4041335E-09  0.1116359E-10  0.1433332E-11 -0.6983230E-12  0.7350094E-12 -0.1787717E-04 
     350  0.1387167E-07  0.6935836E-04   0.000000       0.000000       0.000000       0.000000       217172.4       5619243.      -1324244.       715099.5       4076016.      -224362.5      0.2883009E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -2250.224       5267019.      -220327.9       219422.6       352224.0      -1103916.       189749.8       5103139.       275905.9       33871.01      -962149.8      -930793.4       51230.60       4886816.       49994.47       663868.9      -810799.8      -274356.9      0.4161596E-09  0.1118803E-10  0.1430087E-11 -0.7311580E-12  0.6989290E-12 -0.1844917E-04 
     360  0.1427227E-07  0.7136134E-04   0.000000       0.000000       0.000000       0.000000       212639.2       5753553.      -1318705.       720991.3       4224886.      -228462.9      0.2883083E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -7245.698       5402744.      -214235.2       219884.9       350809.3      -1104469.       183876.4       5240232.       281817.4       35705.94      -965791.4      -937636.1       55814.13       5038278.       45743.40       665177.2      -813391.2      -274206.3      0.4281778E-09  0.1120433E-10  0.1425090E-11 -0.7562468E-12  0.6688436E-12 -0.1900470E-04 
     370  0.1467313E-07  0.7336565E-04   0.000000       0.000000       0.000000       0.000000       213733.9       5897891.      -1319113.       722513.8       4364118.      -225970.6      0.2882966E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -6570.046       5548619.      -214333.7       220304.0       349271.5      -1104780.       185394.4       5386301.       280362.3       33929.93      -968401.2      -939772.9       56720.58       5180164.       47071.22       665793.3      -816046.1      -273041.8      0.4402039E-09  0.1123574E-10  0.1420111E-11 -0.7793834E-12  0.6407271E-12 -0.1957410E-04 
     380  0.1507362E-07  0.7536811E-04   0.000000       0.000000       0.000000       0.000000       213544.0       6038017.      -1319106.       723946.8       4504614.      -225538.1      0.2883057E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -6949.509       5692126.      -214027.5       220493.5       345891.3      -1105078.       185260.6       5530150.       280105.2       31904.68      -972154.7      -941778.4       57486.24       5324379.       46678.20       666460.5      -819764.7      -272216.3      0.4522189E-09  0.1125066E-10  0.1415038E-11 -0.8044387E-12  0.6105993E-12 -0.2013509E-04 
     390  0.1547414E-07  0.7737068E-04   0.000000       0.000000       0.000000       0.000000       211473.8       6180088.      -1315623.       728103.4       4660673.      -233909.1      0.2883790E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -8716.970       5834668.      -210779.9       220190.8       345419.8      -1104843.       184635.2       5674702.       281234.7       29470.18      -978273.9      -943608.3       58872.18       5468661.       44967.30       669231.2      -807988.0      -278876.4      0.4642346E-09  0.1127570E-10  0.1402991E-11 -0.8263786E-12  0.5766128E-12 -0.2071720E-04 
     400  0.1587452E-07  0.7937258E-04   0.000000       0.000000       0.000000       0.000000       211935.5       6322344.      -1317078.       730234.0       4805752.      -236734.3      0.2883409E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -8260.423       5981065.      -212407.0       220195.9       341279.1      -1104671.       184821.8       5821084.       278793.2       27686.45      -981968.9      -944936.1       58850.90       5610502.       45513.98       671383.0      -804750.2      -282248.3      0.4762463E-09  0.1130681E-10  0.1396137E-11 -0.8500672E-12  0.5460694E-12 -0.2129058E-04 
     410  0.1627526E-07  0.8137629E-04   0.000000       0.000000       0.000000       0.000000       210905.2       6458852.      -1314876.       732261.9       4946975.      -237107.6      0.2884390E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -10359.51       6119943.      -209107.7       221264.8       338909.1      -1105768.       183746.7       5962454.       280674.1       24999.60      -986551.2      -945852.8       60713.61       5756488.       44344.66       671548.2      -809513.2      -281452.3      0.4882689E-09  0.1131878E-10  0.1382546E-11 -0.8745944E-12  0.5079513E-12 -0.2184330E-04 
     420  0.1667588E-07  0.8337941E-04   0.000000       0.000000       0.000000       0.000000       211454.1       6603197.      -1316590.       732559.7       5087187.      -235875.5      0.2884344E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -10145.74       6267745.      -209595.0       221599.9       335451.9      -1106995.       184744.1       6109582.       278488.4       22524.05      -988494.0      -947246.1       60367.13       5897882.       45107.07       672192.6      -810694.7      -280982.6      0.5002879E-09  0.1132894E-10  0.1375944E-11 -0.8993923E-12  0.4765517E-12 -0.2241632E-04 
     430  0.1707654E-07  0.8538272E-04   0.000000       0.000000       0.000000       0.000000       211327.2       6743655.      -1315872.       734027.1       5230012.      -235976.4      0.2884632E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -10786.73       6411189.      -208243.2       222113.9       332465.6      -1107629.       184048.9       6253311.       278985.4       20190.11      -990647.5      -948005.4       61094.09       6042988.       44256.22       672933.0      -812976.4      -280232.6      0.5123080E-09  0.1134503E-10  0.1368277E-11 -0.9256479E-12  0.4426290E-12 -0.2298282E-04 
     440  0.1747683E-07  0.8738417E-04   0.000000       0.000000       0.000000       0.000000       214174.8       6876611.      -1316538.       741150.1       5364485.      -238290.0      0.2885535E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -8260.892       6551790.      -208186.6       222435.6       324821.1      -1108351.       188240.6       6394387.       277619.5       18093.73      -996702.8      -949120.2       66975.89       6183011.       42548.74       674174.2      -818526.3      -280838.7      0.5243170E-09  0.1146468E-10  0.1361726E-11 -0.9389130E-12  0.4228130E-12 -0.2351944E-04 
     450  0.1787721E-07  0.8938607E-04   0.000000       0.000000       0.000000       0.000000       210072.9       7016673.      -1314689.       732885.4       5510163.      -236316.2      0.2885976E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -13067.50       6695014.      -205674.4       223140.4       321658.8      -1109014.       181897.1       6538534.       279185.3       15754.75      -999900.7      -948891.4       60548.54       6329198.       46624.47       672336.9      -819035.0      -282940.6      0.5363286E-09  0.1131627E-10  0.1352089E-11 -0.9747569E-12  0.3773320E-12 -0.2408839E-04 
     460  0.1827793E-07  0.9138965E-04   0.000000       0.000000       0.000000       0.000000       210648.6       7157997.      -1314670.       733566.6       5651176.      -235875.6      0.2886277E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -13401.11       6840661.      -205353.2       224049.7       317336.8      -1109316.       181831.8       6683992.       278952.9       9902.908      -994056.5      -947071.1       60827.48       6472681.       46924.51       672739.1      -821505.6      -282800.1      0.5483504E-09  0.1133136E-10  0.1342806E-11 -0.1000259E-11  0.3425471E-12 -0.2466660E-04 
     470  0.1867855E-07  0.9339276E-04   0.000000       0.000000       0.000000       0.000000       211429.9       7300823.      -1317436.       733684.2       5788869.      -233771.6      0.2886239E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -12965.54       6987688.      -206586.6       224395.4       313135.4      -1110849.       182608.4       6830806.       275033.6       8841.931      -996963.9      -946907.6       60549.71       6613418.       48709.69       673134.4      -824549.5      -282481.3      0.5603693E-09  0.1134214E-10  0.1333510E-11 -0.1024032E-11  0.3094774E-12 -0.2523253E-04 
     480  0.1907895E-07  0.9539477E-04   0.000000       0.000000       0.000000       0.000000       210909.1       7437890.      -1316694.       736319.0       5932368.      -220012.5      0.2886311E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -13372.90       7131555.      -205742.7       224282.0       306334.7      -1110951.       182232.3       6974458.       275361.6       7467.397      -1002236.      -945943.2       61779.66       6756599.       47652.72       674539.4      -824231.1      -267665.3      0.5723817E-09  0.1136751E-10  0.1322166E-11 -0.1048273E-11  0.2738931E-12 -0.2579115E-04 
     490  0.1947976E-07  0.9739882E-04   0.000000       0.000000       0.000000       0.000000       214844.0       7591764.      -1330973.       733158.5       6058120.      -206216.8      0.2888329E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -10417.54       7286643.      -214974.3       225261.6       305121.2      -1115999.       183099.5       7131597.       254482.6       10973.29      -1003940.      -946577.0       58449.62       6888774.       62801.19       674708.9      -830654.2      -269018.0      0.5844062E-09  0.1137681E-10  0.1319149E-11 -0.1059685E-11  0.2594634E-12 -0.2637125E-04 
     500  0.1988046E-07  0.9940229E-04   0.000000       0.000000       0.000000       0.000000       211647.6       7715496.      -1317162.       741436.2       6199300.      -206792.3      0.2887363E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -15823.62       7419653.      -204295.9       227471.2       295843.5      -1112867.       181332.4       7264335.       273723.8       6960.454      -1012253.      -945490.6       59807.83       7042860.       45810.06       681628.4      -843560.4      -252602.4      0.5964273E-09  0.1143779E-10  0.1297922E-11 -0.1090322E-11  0.2076002E-12 -0.2689040E-04 
     510  0.2028106E-07  0.1014053E-03   0.000000       0.000000       0.000000       0.000000       219658.3       7876011.      -1336803.       735217.1       6323619.      -191683.0      0.2889568E+13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      -8890.402       7585489.      -222542.5       228548.7       290521.8      -1114261.       191606.9       7429600.       244652.2       7114.029      -1016469.      -946123.2       52971.35       7166827.       63991.55       682245.7      -843207.9      -255674.5      0.6084455E-09  0.1145929E-10  0.1288451E-11 -0.1101222E-11  0.1872289E-12 -0.2748493E-04 
